strategy;nFotogramas;width;height;ns;nThreads;total_time;frame_0_time;frame_1_time;frame_2_time;frame_3_time;frame_4_time
blocks;1;512;256;2;4;0,149759;0,149567;;;;
blocks;1;512;256;5;4;0,369773;0,369585;;;;
blocks;1;512;256;10;4;0,735712;0,735523;;;;
blocks;1;512;512;1;4;0,1793;0,178992;;;;
blocks;1;512;512;2;4;0,36129;0,36098;;;;
blocks;1;512;512;5;4;0,886161;0,885815;;;;
blocks;1;512;512;10;4;1,7454;1,74509;;;;
blocks;1;512;1024;1;4;0,355779;0,355464;;;;
blocks;1;512;1024;2;4;0,708526;0,708224;;;;
blocks;1;512;1024;5;4;1,74477;1,74448;;;;
blocks;1;512;1024;10;4;3,49014;3,48984;;;;
blocks;1;1024;32;1;4;0,0132182;0,0131109;;;;
blocks;1;1024;32;2;4;0,0253355;0,0252182;;;;
blocks;1;1024;32;5;4;0,0601709;0,0600668;;;;
blocks;1;1024;32;10;4;0,119168;0,119062;;;;
blocks;1;1024;64;1;4;0,0306484;0,0305156;;;;
blocks;1;1024;64;2;4;0,0595493;0,0594121;;;;
blocks;1;1024;64;5;4;0,145654;0,145517;;;;
blocks;1;1024;64;10;4;0,290756;0,290621;;;;
blocks;1;1024;256;1;4;0,133494;0,133184;;;;
blocks;1;1024;256;2;4;0,262759;0,262431;;;;
blocks;1;1024;256;5;4;0,653473;0,653155;;;;
blocks;1;1024;256;10;4;1,29473;1,29442;;;;
blocks;1;1024;512;1;4;0,297686;0,2974;;;;
blocks;1;1024;512;2;4;0,599721;0,599419;;;;
blocks;1;1024;512;5;4;1,46203;1,46169;;;;
blocks;1;1024;512;10;4;2,91541;2,91511;;;;
blocks;1;1024;1024;1;4;0,716092;0,715557;;;;
blocks;1;1024;1024;2;4;1,41907;1,41855;;;;
blocks;1;1024;1024;5;4;3,52019;3,51968;;;;
blocks;1;1024;1024;10;4;6,99523;6,99472;;;;
blocks;2;32;32;1;4;0,0028555;0,0027167;0,002724;;;
blocks;2;32;32;2;4;0,0038831;0,0038082;0,0036661;;;
blocks;2;32;32;5;4;0,0071464;0,0070032;0,0070164;;;
blocks;2;32;32;10;4;0,0129412;0,0128704;0,0127276;;;
blocks;2;32;64;1;4;0,0036491;0,0035268;0,00352;;;
blocks;2;32;64;2;4;0,006176;0,0060498;0,0060399;;;
blocks;2;32;64;5;4;0,0136873;0,0136092;0,0135243;;;
blocks;2;32;64;10;4;0,025509;0,0254309;0,0252476;;;
blocks;2;32;256;1;4;0,0126998;0,0122006;0,0125574;;;
blocks;2;32;256;2;4;0,0236025;0,0235115;0,0233131;;;
blocks;2;32;256;5;4;0,0565616;0,0564352;0,0564176;;;
blocks;2;32;256;10;4;0,111206;0,111112;0,111027;;;
blocks;2;32;512;1;4;0,0243566;0,0242502;0,0241747;;;
blocks;2;32;512;2;4;0,0468265;0,0466493;0,046655;;;
blocks;2;32;512;5;4;0,115731;0,115614;0,11551;;;
blocks;2;32;512;10;4;0,225632;0,225526;0,225459;;;
blocks;2;32;1024;1;4;0,0466406;0,0465085;0,0463857;;;
blocks;2;32;1024;2;4;0,0912409;0,0911117;0,0909512;;;
blocks;2;32;1024;5;4;0,224999;0,224844;0,224815;;;
blocks;2;32;1024;10;4;0,448693;0,448461;0,448501;;;
blocks;2;64;32;1;4;0,0034508;0,0033453;0,0032324;;;
blocks;2;64;32;2;4;0,0054334;0,005356;0,0052346;;;
blocks;2;64;32;5;4;0,0118711;0,0117941;0,0116485;;;
blocks;2;64;32;10;4;0,0219487;0,0218311;0,0218192;;;
blocks;2;64;64;1;4;0,0061096;0,0060157;0,005972;;;
blocks;2;64;64;2;4;0,0107479;0,0106095;0,0106111;;;
blocks;2;64;64;5;4;0,0249493;0,0248497;0,024795;;;
blocks;2;64;64;10;4;0,0531961;0,0530964;0,0530198;;;
blocks;2;64;256;1;4;0,0226992;0,0225978;0,0225143;;;
blocks;2;64;256;2;4;0,0438042;0,0436636;0,0436206;;;
blocks;2;64;256;5;4;0,10598;0,105846;0,105826;;;
blocks;2;64;256;10;4;0,210675;0,210565;0,210386;;;
blocks;2;64;512;1;4;0,0473526;0,047217;0,0470798;;;
blocks;2;64;512;2;4;0,0897807;0,0896108;0,0895981;;;
blocks;2;64;512;5;4;0,224254;0,224122;0,223994;;;
blocks;2;64;512;10;4;0,446489;0,446251;0,446284;;;
blocks;2;64;1024;1;4;0,0927161;0,092524;0,0924069;;;
blocks;2;64;1024;2;4;0,183476;0,18318;0,183234;;;
blocks;2;64;1024;5;4;0,458774;0,458582;0,458462;;;
blocks;2;64;1024;10;4;0,909862;0,909638;0,9096;;;
blocks;2;256;32;1;4;0,0089153;0,0088201;0,0085524;;;
blocks;2;256;32;2;4;0,0160683;0,0159468;0,015915;;;
blocks;2;256;32;5;4;0,0385868;0,0384848;0,0383029;;;
blocks;2;256;32;10;4;0,0749801;0,0748474;0,0748034;;;
blocks;2;256;64;1;4;0,0168734;0,0167705;0,0166833;;;
blocks;2;256;64;2;4;0,0324708;0,032367;0,0322229;;;
blocks;2;256;64;5;4;0,0810282;0,0807979;0,0806281;;;
blocks;2;256;64;10;4;0,161799;0,161571;0,161636;;;
blocks;2;256;256;1;4;0,0771567;0,0768808;0,0769137;;;
blocks;2;256;256;2;4;0,151745;0,151513;0,151507;;;
blocks;2;256;256;5;4;0,375323;0,375129;0,374968;;;
blocks;2;256;256;10;4;0,743281;0,743042;0,742877;;;
blocks;2;256;512;1;4;0,161703;0,161398;0,161214;;;
blocks;2;256;512;2;4;0,314244;0,313918;0,313889;;;
blocks;2;256;512;5;4;0,78356;0,783258;0,783131;;;
blocks;2;256;512;10;4;1,55311;1,55279;1,55261;;;
blocks;2;256;1024;1;4;0,341962;0,341417;0,341199;;;
blocks;2;256;1024;2;4;0,67559;0,674899;0,674963;;;
blocks;2;256;1024;5;4;1,67623;1,67569;1,67545;;;
blocks;2;256;1024;10;4;3,35073;3,35003;3,35013;;;
blocks;2;512;32;1;4;0,0159063;0,015672;0,015742;;;
blocks;2;512;32;2;4;0,0301907;0,030086;0,0299603;;;
blocks;2;512;32;5;4;0,0725237;0,0724183;0,0723123;;;
blocks;2;512;32;10;4;0,144396;0,144293;0,144187;;;
blocks;2;512;64;1;4;0,0313699;0,0311922;0,0311831;;;
blocks;2;512;64;2;4;0,0606957;0,0603947;0,0605022;;;
blocks;2;512;64;5;4;0,148421;0,148133;0,148225;;;
blocks;2;512;64;10;4;0,295816;0,295651;0,29563;;;
blocks;2;512;256;1;4;0,135394;0,135085;0,134936;;;
blocks;2;512;256;2;4;0,272472;0,272045;0,272103;;;
blocks;2;512;256;5;4;0,664144;0,663823;0,663628;;;
blocks;2;512;256;10;4;1,32217;1,32185;1,32172;;;
blocks;2;512;512;1;4;0,303903;0,303365;0,303232;;;
blocks;2;512;512;2;4;0,599583;0,598899;0,598987;;;
blocks;2;512;512;5;4;1,50106;1,50052;1,50029;;;
blocks;2;512;512;10;4;2,98883;2,9882;2,98824;;;
blocks;2;512;1024;1;4;0,628593;0,628098;0,627905;;;
blocks;2;512;1024;2;4;1,24793;1,2474;1,24716;;;
blocks;2;512;1024;5;4;3,1367;3,13616;3,13585;;;
blocks;2;512;1024;10;4;6,2026;6,20175;6,20203;;;
blocks;2;1024;32;1;4;0,0256327;0,02549;0,0252768;;;
blocks;2;1024;32;2;4;0,049296;0,0491606;0,0490306;;;
blocks;2;1024;32;5;4;0,119496;0,119358;0,11925;;;
blocks;2;1024;32;10;4;0,23679;0,236658;0,236524;;;
blocks;2;1024;64;1;4;0,059676;0,059481;0,0594213;;;
blocks;2;1024;64;2;4;0,116713;0,116466;0,116468;;;
blocks;2;1024;64;5;4;0,287876;0,28768;0,287569;;;
blocks;2;1024;64;10;4;0,568974;0,56872;0,568721;;;
blocks;2;1024;256;1;4;0,249266;0,248675;0,248673;;;
blocks;2;1024;256;2;4;0,495802;0,495263;0,49515;;;
blocks;2;1024;256;5;4;1,23669;1,23614;1,23597;;;
blocks;2;1024;256;10;4;2,44892;2,44833;2,4481;;;
blocks;2;1024;512;1;4;0,538367;0,537857;0,537672;;;
blocks;2;1024;512;2;4;1,06572;1,0652;1,06479;;;
blocks;2;1024;512;5;4;2,63314;2,63261;2,63226;;;
blocks;2;1024;512;10;4;5,24539;5,2449;5,24465;;;
blocks;2;1024;1024;1;4;1,2275;1,22637;1,22646;;;
blocks;2;1024;1024;2;4;2,40553;2,40454;2,40417;;;
blocks;2;1024;1024;5;4;5,9739;5,9725;5,97286;;;
blocks;2;1024;1024;10;4;11,8652;11,8643;11,8639;;;
blocks;5;32;32;1;4;0,0052266;0,0049357;0,0049927;0,0041871;0,0045343
blocks;5;32;32;2;4;0,006524;0,0062152;0,0062465;0,006259;0,0059746
blocks;5;32;32;5;4;0,0134151;0,0131543;0,0130824;0,0129382;0,0130935
blocks;5;32;32;10;4;0,0244968;0,024284;0,0241616;0,0241474;0,0239123
blocks;5;32;64;1;4;0,006583;0,0061743;0,0063542;0,0061626;0,0062631
blocks;5;32;64;2;4;0,0115057;0,0111923;0,0112749;0,011187;0,0109785
blocks;5;32;64;5;4;0,0258199;0,0255197;0,0254618;0,0252843;0,0255271
blocks;5;32;64;10;4;0,0496631;0,0494526;0,0493467;0,0492459;0,0490546
blocks;5;32;256;1;4;0,0219072;0,0214139;0,0216564;0,0215465;0,0214867
blocks;5;32;256;2;4;0,0411466;0,0409028;0,0407325;0,0405388;0,0406823
blocks;5;32;256;5;4;0,0995732;0,0989921;0,0992012;0,099111;0,0992267
blocks;5;32;256;10;4;0,197731;0,197472;0,197264;0,197201;0,196949
blocks;5;32;512;1;4;0,0423146;0,0420078;0,0418026;0,0418099;0,0415134
blocks;5;32;512;2;4;0,0821498;0,0818657;0,0814139;0,0816469;0,0815807
blocks;5;32;512;5;4;0,197874;0,197605;0,197498;0,197359;0,197467
blocks;5;32;512;10;4;0,396722;0,396384;0,396383;0,396273;0,396347
blocks;5;32;1024;1;4;0,0808167;0,0804091;0,0803342;0,0804355;0,080085
blocks;5;32;1024;2;4;0,159524;0,159073;0,159038;0,159135;0,158753
blocks;5;32;1024;5;4;0,395378;0,394923;0,394863;0,394706;0,394919
blocks;5;32;1024;10;4;0,78762;0,787146;0,787084;0,786883;0,787137
blocks;5;64;32;1;4;0,0057621;0,0054388;0,0053124;0,005496;0,0053339
blocks;5;64;32;2;4;0,0097171;0,0092904;0,0093764;0,009444;0,0092759
blocks;5;64;32;5;4;0,0216644;0,0214379;0,0213789;0,0211791;0,0212513
blocks;5;64;32;10;4;0,0399603;0,0394663;0,0396771;0,0395607;0,0394784
blocks;5;64;64;1;4;0,0110473;0,0107018;0,0106975;0,0105241;0,0107073
blocks;5;64;64;2;4;0,019934;0,0196645;0,0193821;0,0196541;0,0194965
blocks;5;64;64;5;4;0,0483512;0,0480414;0,048068;0,0480755;0,0477388
blocks;5;64;64;10;4;0,0904952;0,0902793;0,0901847;0,0901201;0,0901092
blocks;5;64;256;1;4;0,0417586;0,0414922;0,0408298;0,0408452;0,0406213
blocks;5;64;256;2;4;0,079111;0,0785495;0,078755;0,0787901;0,0786605
blocks;5;64;256;5;4;0,194195;0,193933;0,193805;0,193735;0,19349
blocks;5;64;256;10;4;0,386939;0,386603;0,386657;0,386481;0,386516
blocks;5;64;512;1;4;0,0808345;0,080385;0,0802598;0,0804177;0,0803806
blocks;5;64;512;2;4;0,159857;0,159539;0,159237;0,159331;0,159303
blocks;5;64;512;5;4;0,394305;0,393841;0,39397;0,393573;0,393752
blocks;5;64;512;10;4;0,787981;0,787662;0,787471;0,787412;0,787434
blocks;5;64;1024;1;4;0,163593;0,163156;0,162982;0,162915;0,162736
blocks;5;64;1024;2;4;0,323156;0,322723;0,322534;0,322451;0,322233
blocks;5;64;1024;5;4;0,788641;0,787882;0,788057;0,788152;0,787941
blocks;5;64;1024;10;4;1,57706;1,57655;1,5766;1,5763;1,57636
blocks;5;256;32;1;4;0,0154566;0,0151036;0,0151466;0,0148899;0,0149808
blocks;5;256;32;2;4;0,0279912;0,027673;0,0276655;0,0274035;0,0276557
blocks;5;256;32;5;4;0,0665314;0,0662037;0,0659628;0,0661033;0,0661721
blocks;5;256;32;10;4;0,130497;0,129925;0,130098;0,130134;0,130152
blocks;5;256;64;1;4;0,0302527;0,029843;0,0298491;0,029914;0,0294796
blocks;5;256;64;2;4;0,0575456;0,05718;0,0572047;0,0572388;0,056884
blocks;5;256;64;5;4;0,139912;0,13932;0,13963;0,139416;0,139378
blocks;5;256;64;10;4;0,276588;0,27627;0,276226;0,276266;0,276091
blocks;5;256;256;1;4;0,145641;0,145106;0,14507;0,145157;0,145022
blocks;5;256;256;2;4;0,292261;0,291496;0,291623;0,291622;0,291659
blocks;5;256;256;5;4;0,704042;0,703463;0,703411;0,703552;0,70329
blocks;5;256;256;10;4;1,4077;1,40705;1,40705;1,40719;1,40698
blocks;5;256;512;1;4;0,312083;0,311413;0,311293;0,311172;0,311128
blocks;5;256;512;2;4;0,619223;0,618526;0,618278;0,618225;0,618313
blocks;5;256;512;5;4;1,53359;1,5328;1,5329;1,53261;1,53262
blocks;5;256;512;10;4;3,04046;3,03963;3,03963;3,03972;3,03949
blocks;5;256;1024;1;4;0,624617;0,623435;0,623454;0,623092;0,623206
blocks;5;256;1024;2;4;1,24623;1,24472;1,24506;1,24452;1,24474
blocks;5;256;1024;5;4;3,07653;3,07498;3,07515;3,07485;3,07529
blocks;5;256;1024;10;4;6,143;6,14172;6,14155;6,14148;6,14175
blocks;5;512;32;1;4;0,0265861;0,025974;0,026164;0,0262603;0,0255568
blocks;5;512;32;2;4;0,050828;0,0504012;0,050438;0,0505007;0,0501077
blocks;5;512;32;5;4;0,120429;0,120048;0,119816;0,119936;0,120057
blocks;5;512;32;10;4;0,238627;0,238355;0,238264;0,238216;0,238087
blocks;5;512;64;1;4;0,0545131;0,0541849;0,0537665;0,0539208;0,0539439
blocks;5;512;64;2;4;0,105612;0,105284;0,104925;0,105156;0,105054
blocks;5;512;64;5;4;0,259533;0,259049;0,258909;0,259058;0,259088
blocks;5;512;64;10;4;0,518824;0,518435;0,518139;0,518455;0,518273
blocks;5;512;256;1;4;0,248413;0,247739;0,247535;0,247418;0,247484
blocks;5;512;256;2;4;0,493921;0,493033;0,493053;0,493199;0,49298
blocks;5;512;256;5;4;1,22721;1,22639;1,22652;1,22637;1,22625
blocks;5;512;256;10;4;2,43331;2,43242;2,43236;2,43258;2,43241
blocks;5;512;512;1;4;0,571734;0,570586;0,570316;0,570203;0,570468
blocks;5;512;512;2;4;1,13262;1,13116;1,13113;1,13143;1,13115
blocks;5;512;512;5;4;2,82212;2,82081;2,8205;2,82056;2,82086
blocks;5;512;512;10;4;5,62418;5,62259;5,62297;5,62261;5,62291
blocks;5;512;1024;1;4;1,24101;1,23967;1,23978;1,23945;1,23923
blocks;5;512;1024;2;4;2,46174;2,46036;2,45997;2,46049;2,45981
blocks;5;512;1024;5;4;6,1116;6,1099;6,11046;6,10978;6,10993
blocks;5;512;1024;10;4;12,2219;12,2206;12,2208;12,2202;12,2202
blocks;5;1024;32;1;4;0,0438357;0,0435097;0,0430032;0,0432611;0,042689
blocks;5;1024;32;2;4;0,0840882;0,0829652;0,0837017;0,0837094;0,0829689
blocks;5;1024;32;5;4;0,203468;0,202984;0,202969;0,202935;0,202764
blocks;5;1024;32;10;4;0,405342;0,404663;0,404838;0,404772;0,404898
blocks;5;1024;64;1;4;0,0986126;0,0979577;0,0980203;0,0978753;0,0981283
blocks;5;1024;64;2;4;0,192966;0,192435;0,192402;0,192412;0,192418
blocks;5;1024;64;5;4;0,48476;0,484309;0,484018;0,484011;0,483843
blocks;5;1024;64;10;4;0,948881;0,948123;0,948316;0,948389;0,948244
blocks;5;1024;256;1;4;0,451717;0,450396;0,450444;0,450194;0,450455
blocks;5;1024;256;2;4;0,894512;0,892949;0,893046;0,892927;0,893287
blocks;5;1024;256;5;4;2,21993;2,21859;2,21848;2,21873;2,21835
blocks;5;1024;256;10;4;4,41016;4,40858;4,40858;4,40868;4,40893
blocks;5;1024;512;1;4;1,00531;1,00368;1,00412;1,00375;1,00392
blocks;5;1024;512;2;4;1,962;1,96013;1,96078;1,96014;1,96029
blocks;5;1024;512;5;4;4,89323;4,89211;4,8918;4,89154;4,89137
blocks;5;1024;512;10;4;9,73476;9,73317;9,73342;9,7336;9,73312
blocks;5;1024;1024;1;4;2,29963;2,29678;2,29734;2,29753;2,29693
blocks;5;1024;1024;2;4;4,57011;4,56766;4,56708;4,56683;4,56792
blocks;5;1024;1024;5;4;11,5697;11,5657;11,5677;11,5672;11,5665
blocks;5;1024;1024;10;4;22,9122;22,9102;22,9096;22,9079;22,9089
blocks;1;32;32;1;8;0,0033457;0,0031711;;;;
blocks;1;32;32;2;8;0,0033977;0,0032771;;;;
blocks;1;32;32;5;8;0,0051626;0,0050396;;;;
blocks;1;32;32;10;8;0,0063233;0,0061968;;;;
blocks;1;32;64;1;8;0,003815;0,0036818;;;;
blocks;1;32;64;2;8;0,0046973;0,0045726;;;;
blocks;1;32;64;5;8;0,0074701;0,0073493;;;;
blocks;1;32;64;10;8;0,0101934;0,0100676;;;;
blocks;1;32;256;1;8;0,0080447;0,0078499;;;;
blocks;1;32;256;2;8;0,0086269;0,0084882;;;;
blocks;1;32;256;5;8;0,018986;0,0188268;;;;
blocks;1;32;256;10;8;0,0464297;0,0462965;;;;
blocks;1;32;512;1;8;0,0129349;0,0127953;;;;
blocks;1;32;512;2;8;0,0238294;0,0236911;;;;
blocks;1;32;512;5;8;0,0341561;0,0340156;;;;
blocks;1;32;512;10;8;0,0658766;0,0657313;;;;
blocks;1;32;1024;1;8;0,0141375;0,0139802;;;;
blocks;1;32;1024;2;8;0,0263279;0,0261719;;;;
blocks;1;32;1024;5;8;0,063662;0,0635024;;;;
blocks;1;32;1024;10;8;0,125248;0,125085;;;;
blocks;1;64;32;1;8;0,0027592;0,0026297;;;;
blocks;1;64;32;2;8;0,0045103;0,0043765;;;;
blocks;1;64;32;5;8;0,0061635;0,0060324;;;;
blocks;1;64;32;10;8;0,0093907;0,0092623;;;;
blocks;1;64;64;1;8;0,0038827;0,0037386;;;;
blocks;1;64;64;2;8;0,007017;0,0068888;;;;
blocks;1;64;64;5;8;0,0095888;0,0094551;;;;
blocks;1;64;64;10;8;0,0169071;0,0167622;;;;
blocks;1;64;256;1;8;0,0085361;0,0083627;;;;
blocks;1;64;256;2;8;0,0169825;0,0168365;;;;
blocks;1;64;256;5;8;0,0453043;0,0451617;;;;
blocks;1;64;256;10;8;0,0648959;0,0647473;;;;
blocks;1;64;512;1;8;0,014721;0,0145502;;;;
blocks;1;64;512;2;8;0,0269732;0,0268041;;;;
blocks;1;64;512;5;8;0,0726009;0,0724156;;;;
blocks;1;64;512;10;8;0,133543;0,133384;;;;
blocks;1;64;1024;1;8;0,0389371;0,0387459;;;;
blocks;1;64;1024;2;8;0,0539879;0,0538004;;;;
blocks;1;64;1024;5;8;0,135222;0,135032;;;;
blocks;1;64;1024;10;8;0,264001;0,263809;;;;
blocks;1;256;32;1;8;0,0042024;0,0040657;;;;
blocks;1;256;32;2;8;0,0085544;0,0084232;;;;
blocks;1;256;32;5;8;0,0125213;0,0123877;;;;
blocks;1;256;32;10;8;0,0304133;0,0302855;;;;
blocks;1;256;64;1;8;0,0067808;0,0066429;;;;
blocks;1;256;64;2;8;0,0152681;0,0151289;;;;
blocks;1;256;64;5;8;0,0266147;0,0264672;;;;
blocks;1;256;64;10;8;0,049588;0,0494452;;;;
blocks;1;256;256;1;8;0,0261244;0,0259398;;;;
blocks;1;256;256;2;8;0,0516388;0,0514541;;;;
blocks;1;256;256;5;8;0,123148;0,122966;;;;
blocks;1;256;256;10;8;0,253876;0,253688;;;;
blocks;1;256;512;1;8;0,0541316;0,0538795;;;;
blocks;1;256;512;2;8;0,108467;0,108216;;;;
blocks;1;256;512;5;8;0,262731;0,262482;;;;
blocks;1;256;512;10;8;0,565465;0,565192;;;;
blocks;1;256;1024;1;8;0,120299;0,119936;;;;
blocks;1;256;1024;2;8;0,213469;0,213118;;;;
blocks;1;256;1024;5;8;0,51932;0,518963;;;;
blocks;1;256;1024;10;8;1,01852;1,01816;;;;
blocks;1;512;32;1;8;0,008586;0,0084457;;;;
blocks;1;512;32;2;8;0,0119065;0,011768;;;;
blocks;1;512;32;5;8;0,0331366;0,0330013;;;;
blocks;1;512;32;10;8;0,0438809;0,0437407;;;;
blocks;1;512;64;1;8;0,0105215;0,01037;;;;
blocks;1;512;64;2;8;0,0193065;0,0191473;;;;
blocks;1;512;64;5;8;0,0575689;0,0574129;;;;
blocks;1;512;64;10;8;0,0893823;0,0892305;;;;
blocks;1;512;256;1;8;0,0514313;0,0511912;;;;
blocks;1;512;256;2;8;0,102727;0,102485;;;;
blocks;1;512;256;5;8;0,236039;0,235798;;;;
blocks;1;512;256;10;8;0,468352;0,46811;;;;
blocks;1;512;512;1;8;0,101262;0,100897;;;;
blocks;1;512;512;2;8;0,212682;0,212326;;;;
blocks;1;512;512;5;8;0,487308;0,486951;;;;
blocks;1;512;512;10;8;0,971713;0,971351;;;;
blocks;1;512;1024;1;8;0,217356;0,216998;;;;
blocks;1;512;1024;2;8;0,420286;0,419938;;;;
blocks;1;512;1024;5;8;1,04873;1,04839;;;;
blocks;1;512;1024;10;8;2,08193;2,08156;;;;
blocks;1;1024;32;1;8;0,0100843;0,009935;;;;
blocks;1;1024;32;2;8;0,0173956;0,0172389;;;;
blocks;1;1024;32;5;8;0,0394048;0,0392446;;;;
blocks;1;1024;32;10;8;0,09012;0,0899734;;;;
blocks;1;1024;64;1;8;0,0181972;0,0180112;;;;
blocks;1;1024;64;2;8;0,0336935;0,0335156;;;;
blocks;1;1024;64;5;8;0,0818341;0,0816431;;;;
blocks;1;1024;64;10;8;0,163391;0,163205;;;;
blocks;1;1024;256;1;8;0,0819008;0,0814946;;;;
blocks;1;1024;256;2;8;0,158993;0,158608;;;;
blocks;1;1024;256;5;8;0,395402;0,395018;;;;
blocks;1;1024;256;10;8;0,788398;0,788001;;;;
blocks;1;1024;512;1;8;0,195905;0,195485;;;;
blocks;1;1024;512;2;8;0,403409;0,402988;;;;
blocks;1;1024;512;5;8;0,933424;0,933011;;;;
blocks;1;1024;512;10;8;1,85617;1,85581;;;;
blocks;1;1024;1024;1;8;0,401628;0,401068;;;;
blocks;1;1024;1024;2;8;0,790362;0,789796;;;;
blocks;1;1024;1024;5;8;1,94064;1,94;;;;
blocks;1;1024;1024;10;8;3,90068;3,90003;;;;
blocks;2;32;32;1;8;0,0033857;0,0031713;0,0032562;;;
blocks;2;32;32;2;8;0,003664;0,0034528;0,0034359;;;
blocks;2;32;32;5;8;0,0083406;0,0082243;0,0081699;;;
blocks;2;32;32;10;8;0,011386;0,0112685;0,011109;;;
blocks;2;32;64;1;8;0,0047036;0,0045812;0,0044513;;;
blocks;2;32;64;2;8;0,0050338;0,0049081;0,0047523;;;
blocks;2;32;64;5;8;0,0096588;0,0094331;0,0095171;;;
blocks;2;32;64;10;8;0,0266698;0,0264918;0,0264484;;;
blocks;2;32;256;1;8;0,013149;0,0130145;0,0128977;;;
blocks;2;32;256;2;8;0,0145969;0,014441;0,0144513;;;
blocks;2;32;256;5;8;0,033375;0,0332397;0,0331232;;;
blocks;2;32;256;10;8;0,0664549;0,066269;0,0663012;;;
blocks;2;32;512;1;8;0,0239818;0,0238239;0,0234865;;;
blocks;2;32;512;2;8;0,0268478;0,0267001;0,0266735;;;
blocks;2;32;512;5;8;0,0649662;0,0647681;0,0647295;;;
blocks;2;32;512;10;8;0,141939;0,141784;0,141652;;;
blocks;2;32;1024;1;8;0,0263057;0,0261204;0,0260726;;;
blocks;2;32;1024;2;8;0,0516865;0,0514458;0,0514958;;;
blocks;2;32;1024;5;8;0,124903;0,124642;0,124625;;;
blocks;2;32;1024;10;8;0,261305;0,261126;0,261016;;;
blocks;2;64;32;1;8;0,004115;0,0039865;0,0039163;;;
blocks;2;64;32;2;8;0,0064497;0,0063012;0,0062311;;;
blocks;2;64;32;5;8;0,008373;0,0082521;0,0081813;;;
blocks;2;64;32;10;8;0,0143197;0,0141934;0,0140413;;;
blocks;2;64;64;1;8;0,0054834;0,0052713;0,0052709;;;
blocks;2;64;64;2;8;0,0104864;0,0102616;0,0102607;;;
blocks;2;64;64;5;8;0,0269671;0,0268395;0,0266839;;;
blocks;2;64;64;10;8;0,0327703;0,032532;0,0326196;;;
blocks;2;64;256;1;8;0,0236151;0,0233166;0,0234522;;;
blocks;2;64;256;2;8;0,0273425;0,0271396;0,0271685;;;
blocks;2;64;256;5;8;0,0791661;0,0790156;0,0788965;;;
blocks;2;64;256;10;8;0,130527;0,130261;0,130271;;;
blocks;2;64;512;1;8;0,0305714;0,0303909;0,0301939;;;
blocks;2;64;512;2;8;0,0536221;0,0533517;0,0533441;;;
blocks;2;64;512;5;8;0,137298;0,137086;0,13701;;;
blocks;2;64;512;10;8;0,269681;0,269497;0,269457;;;
blocks;2;64;1024;1;8;0,0579185;0,0576633;0,0575726;;;
blocks;2;64;1024;2;8;0,104975;0,104735;0,104557;;;
blocks;2;64;1024;5;8;0,26751;0,267124;0,266972;;;
blocks;2;64;1024;10;8;0,523686;0,523447;0,523323;;;
blocks;2;256;32;1;8;0,0062945;0,0059795;0,0060712;;;
blocks;2;256;32;2;8;0,0124153;0,012273;0,0122353;;;
blocks;2;256;32;5;8;0,0288904;0,0287459;0,0286851;;;
blocks;2;256;32;10;8;0,0460424;0,0459018;0,0457973;;;
blocks;2;256;64;1;8;0,0107906;0,0106417;0,0106026;;;
blocks;2;256;64;2;8;0,0192907;0,0191401;0,0190097;;;
blocks;2;256;64;5;8;0,0485984;0,0484118;0,0484305;;;
blocks;2;256;64;10;8;0,0900718;0,0899198;0,0897787;;;
blocks;2;256;256;1;8;0,0674175;0,0671755;0,0670554;;;
blocks;2;256;256;2;8;0,0980657;0,0978276;0,0976868;;;
blocks;2;256;256;5;8;0,24387;0,243549;0,243533;;;
blocks;2;256;256;10;8;0,499333;0,499086;0,498922;;;
blocks;2;256;512;1;8;0,102031;0,101673;0,101517;;;
blocks;2;256;512;2;8;0,193193;0,192809;0,192749;;;
blocks;2;256;512;5;8;0,491097;0,490666;0,490736;;;
blocks;2;256;512;10;8;0,960856;0,960499;0,960384;;;
blocks;2;256;1024;1;8;0,206399;0,205577;0,205803;;;
blocks;2;256;1024;2;8;0,42328;0,422688;0,422591;;;
blocks;2;256;1024;5;8;1,01054;1,00972;1,00985;;;
blocks;2;256;1024;10;8;2,02051;2,01991;2,01963;;;
blocks;2;512;32;1;8;0,0155182;0,0153626;0,0151061;;;
blocks;2;512;32;2;8;0,0176174;0,0173337;0,0173771;;;
blocks;2;512;32;5;8;0,0405862;0,0403286;0,0403307;;;
blocks;2;512;32;10;8;0,0793745;0,0791501;0,0791426;;;
blocks;2;512;64;1;8;0,0179974;0,0178098;0,017744;;;
blocks;2;512;64;2;8;0,0346;0,0344173;0,034341;;;
blocks;2;512;64;5;8;0,0893702;0,0890939;0,0890931;;;
blocks;2;512;64;10;8;0,165343;0,165106;0,165151;;;
blocks;2;512;256;1;8;0,0839595;0,0835336;0,0835035;;;
blocks;2;512;256;2;8;0,164225;0,163758;0,163732;;;
blocks;2;512;256;5;8;0,399867;0,39943;0,399389;;;
blocks;2;512;256;10;8;0,803438;0,803025;0,802841;;;
blocks;2;512;512;1;8;0,193416;0,192735;0,192646;;;
blocks;2;512;512;2;8;0,390163;0,389516;0,389304;;;
blocks;2;512;512;5;8;0,971439;0,97079;0,970578;;;
blocks;2;512;512;10;8;1,90786;1,90722;1,9071;;;
blocks;2;512;1024;1;8;0,384239;0,383189;0,383305;;;
