strategy;nFotogramas;width;height;ns;nProcs;total_time;frame_0_time;frame_1_time;frame_2_time;frame_3_time;frame_4_time
cols;5;1024;512;2;16;1,42154;1,23825;1,4127;1,39362;1,40031;1,42154
cols;5;1024;512;5;16;3,52822;2,91246;3,41337;3,52822;3,48156;3,45223
cols;5;1024;512;10;16;6,93944;5,89842;6,93944;6,84988;6,93931;6,84975
cols;5;1024;1024;1;16;1,55796;1,29388;1,53942;1,55796;1,53121;1,53042
cols;5;1024;1024;2;16;3,04571;2,51542;3,01827;3,04571;3,03828;3,04479
cols;5;1024;1024;5;16;7,54276;6,37317;7,44219;7,5291;7,44265;7,54276
cols;5;1024;1024;10;16;15,0286;12,5757;15,0286;14,9993;15,0264;14,9733
rows;1;32;32;1;1;0,0026476;0,0026476;;;;
rows;1;32;32;2;1;0,0048078;0,0048078;;;;
rows;1;32;32;5;1;0,0111165;0,0111165;;;;
rows;1;32;32;10;1;0,0220814;0,0220814;;;;
rows;1;32;64;1;1;0,0051073;0,0051073;;;;
rows;1;32;64;2;1;0,0117047;0,0117047;;;;
rows;1;32;64;5;1;0,0241606;0,0241606;;;;
rows;1;32;64;10;1;0,0518327;0,0518327;;;;
rows;1;32;256;1;1;0,0199177;0,0199177;;;;
rows;1;32;256;2;1;0,0431946;0,0431946;;;;
rows;1;32;256;5;1;0,0978744;0,0978744;;;;
rows;1;32;256;10;1;0,193891;0,193891;;;;
rows;1;32;512;1;1;0,0398079;0,0398079;;;;
rows;1;32;512;2;1;0,0785717;0,0785717;;;;
rows;1;32;512;5;1;0,195554;0,195554;;;;
rows;1;32;512;10;1;0,389844;0,389844;;;;
rows;1;32;1024;1;1;0,0790381;0,0790381;;;;
rows;1;32;1024;2;1;0,1567;0,1567;;;;
rows;1;32;1024;5;1;0,395751;0,395751;;;;
rows;1;32;1024;10;1;0,77867;0,77867;;;;
rows;1;64;32;1;1;0,0041563;0,0041563;;;;
rows;1;64;32;2;1;0,0079797;0,0079797;;;;
rows;1;64;32;5;1;0,0190003;0,0190003;;;;
rows;1;64;32;10;1;0,0371999;0,0371999;;;;
rows;1;64;64;1;1;0,0092502;0,0092502;;;;
rows;1;64;64;2;1;0,0173311;0,0173311;;;;
rows;1;64;64;5;1;0,0432458;0,0432458;;;;
rows;1;64;64;10;1;0,084634;0,084634;;;;
rows;1;64;256;1;1;0,0403081;0,0403081;;;;
rows;1;64;256;2;1;0,0750889;0,0750889;;;;
rows;1;64;256;5;1;0,190072;0,190072;;;;
rows;1;64;256;10;1;0,383227;0,383227;;;;
rows;1;64;512;1;1;0,0779979;0,0779979;;;;
rows;1;64;512;2;1;0,154939;0,154939;;;;
rows;1;64;512;5;1;0,377524;0,377524;;;;
rows;1;64;512;10;1;0,76756;0,76756;;;;
rows;1;64;1024;1;1;0,157233;0,157233;;;;
rows;1;64;1024;2;1;0,311485;0,311485;;;;
rows;1;64;1024;5;1;0,772986;0,772986;;;;
rows;1;64;1024;10;1;1,53206;1,53206;;;;
rows;1;256;32;1;1;0,0129868;0,0129868;;;;
rows;1;256;32;2;1;0,0255913;0,0255913;;;;
rows;1;256;32;5;1;0,0628378;0,0628378;;;;
rows;1;256;32;10;1;0,12901;0,12901;;;;
rows;1;256;64;1;1;0,0273673;0,0273673;;;;
rows;1;256;64;2;1;0,052662;0,052662;;;;
rows;1;256;64;5;1;0,130656;0,130656;;;;
rows;1;256;64;10;1;0,268312;0,268312;;;;
rows;1;256;256;1;1;0,140125;0,140125;;;;
rows;1;256;256;2;1;0,275832;0,275832;;;;
rows;1;256;256;5;1;0,681358;0,681358;;;;
rows;1;256;256;10;1;1,36349;1,36349;;;;
rows;1;256;512;1;1;0,294153;0,294153;;;;
rows;1;256;512;2;1;0,586951;0,586951;;;;
rows;1;256;512;5;1;1,46499;1,46499;;;;
rows;1;256;512;10;1;2,9126;2,9126;;;;
rows;1;256;1024;1;1;0,597499;0,597499;;;;
rows;1;256;1024;2;1;1,17468;1,17468;;;;
rows;1;256;1024;5;1;2,91703;2,91703;;;;
rows;1;256;1024;10;1;5,79013;5,79013;;;;
rows;1;512;32;1;1;0,0237536;0,0237536;;;;
rows;1;512;32;2;1;0,0457752;0,0457752;;;;
rows;1;512;32;5;1;0,112017;0,112017;;;;
rows;1;512;32;10;1;0,22185;0,22185;;;;
rows;1;512;64;1;1;0,049849;0,049849;;;;
rows;1;512;64;2;1;0,0973143;0,0973143;;;;
rows;1;512;64;5;1;0,247431;0,247431;;;;
rows;1;512;64;10;1;0,499358;0,499358;;;;
rows;1;512;256;1;1;0,233415;0,233415;;;;
rows;1;512;256;2;1;0,462911;0,462911;;;;
rows;1;512;256;5;1;1,13817;1,13817;;;;
rows;1;512;256;10;1;2,30032;2,30032;;;;
rows;1;512;512;1;1;0,541308;0,541308;;;;
rows;1;512;512;2;1;1,06119;1,06119;;;;
rows;1;512;512;5;1;2,66002;2,66002;;;;
rows;1;512;512;10;1;5,29048;5,29048;;;;
rows;1;512;1024;1;1;1,17636;1,17636;;;;
rows;1;512;1024;2;1;2,33179;2,33179;;;;
rows;1;512;1024;5;1;5,73425;5,73425;;;;
rows;1;512;1024;10;1;11,4178;11,4178;;;;
rows;1;1024;32;1;1;0,0397523;0,0397523;;;;
rows;1;1024;32;2;1;0,0760973;0,0760973;;;;
rows;1;1024;32;5;1;0,189235;0,189235;;;;
rows;1;1024;32;10;1;0,379335;0,379335;;;;
rows;1;1024;64;1;1;0,0903539;0,0903539;;;;
rows;1;1024;64;2;1;0,179581;0,179581;;;;
rows;1;1024;64;5;1;0,446036;0,446036;;;;
rows;1;1024;64;10;1;0,890833;0,890833;;;;
rows;1;1024;256;1;1;0,422864;0,422864;;;;
rows;1;1024;256;2;1;0,84102;0,84102;;;;
rows;1;1024;256;5;1;2,08237;2,08237;;;;
rows;1;1024;256;10;1;4,15828;4,15828;;;;
rows;1;1024;512;1;1;0,939849;0,939849;;;;
rows;1;1024;512;2;1;1,84846;1,84846;;;;
rows;1;1024;512;5;1;4,54862;4,54862;;;;
rows;1;1024;512;10;1;9,05156;9,05156;;;;
rows;1;1024;1024;1;1;2,13826;2,13826;;;;
rows;1;1024;1024;2;1;4,26731;4,26731;;;;
rows;1;1024;1024;5;1;10,5896;10,5896;;;;
rows;1;1024;1024;10;1;21,0127;21,0127;;;;
rows;2;32;32;1;1;0,0025357;0,0025357;;;;
rows;2;32;32;2;1;0,0045206;0,0045206;;;;
rows;2;32;32;5;1;0,0105791;0,0105791;;;;
rows;2;32;32;10;1;0,0212809;0,0212809;;;;
rows;2;32;64;1;1;0,0048769;0,0048769;;;;
rows;2;32;64;2;1;0,0093819;0,0093819;;;;
rows;2;32;64;5;1;0,0229855;0,0229855;;;;
rows;2;32;64;10;1;0,0448726;0,0448726;;;;
rows;2;32;256;1;1;0,0218089;0,0218089;;;;
rows;2;32;256;2;1;0,0380125;0,0380125;;;;
rows;2;32;256;5;1;0,0943399;0,0943399;;;;
rows;2;32;256;10;1;0,18326;0,18326;;;;
rows;2;32;512;1;1;0,0386025;0,0386025;;;;
rows;2;32;512;2;1;0,0744707;0,0744707;;;;
rows;2;32;512;5;1;0,186989;0,186989;;;;
rows;2;32;512;10;1;0,371649;0,371649;;;;
rows;2;32;1024;1;1;0,0739799;0,0739799;;;;
rows;2;32;1024;2;1;0,151789;0,151789;;;;
rows;2;32;1024;5;1;0,364981;0,364981;;;;
rows;2;32;1024;10;1;0,735704;0,735704;;;;
rows;2;64;32;1;1;0,0039583;0,0039583;;;;
rows;2;64;32;2;1;0,0077482;0,0077482;;;;
rows;2;64;32;5;1;0,0183459;0,0183459;;;;
rows;2;64;32;10;1;0,0358242;0,0358242;;;;
rows;2;64;64;1;1;0,0089985;0,0089985;;;;
rows;2;64;64;2;1;0,0170674;0,0170674;;;;
rows;2;64;64;5;1;0,0416553;0,0416553;;;;
rows;2;64;64;10;1;0,0829689;0,0829689;;;;
rows;2;64;256;1;1;0,0368263;0,0368263;;;;
rows;2;64;256;2;1;0,0722044;0,0722044;;;;
rows;2;64;256;5;1;0,180988;0,180988;;;;
rows;2;64;256;10;1;0,361537;0,361537;;;;
rows;2;64;512;1;1;0,0750834;0,0750834;;;;
rows;2;64;512;2;1;0,151743;0,151743;;;;
rows;2;64;512;5;1;0,365275;0,365275;;;;
rows;2;64;512;10;1;0,731025;0,731025;;;;
rows;2;64;1024;1;1;0,148224;0,148224;;;;
rows;2;64;1024;2;1;0,296859;0,296859;;;;
rows;2;64;1024;5;1;0,733047;0,733047;;;;
rows;2;64;1024;10;1;1,48234;1,48234;;;;
rows;2;256;32;1;1;0,0129229;0,0129229;;;;
rows;2;256;32;2;1;0,0249643;0,0249643;;;;
rows;2;256;32;5;1;0,0604686;0,0604686;;;;
rows;2;256;32;10;1;0,120896;0,120896;;;;
rows;2;256;64;1;1;0,0266118;0,0266118;;;;
rows;2;256;64;2;1;0,0528185;0,0528185;;;;
rows;2;256;64;5;1;0,129422;0,129422;;;;
rows;2;256;64;10;1;0,258409;0,258409;;;;
rows;2;256;256;1;1;0,134615;0,134615;;;;
rows;2;256;256;2;1;0,265046;0,265046;;;;
rows;2;256;256;5;1;0,662018;0,662018;;;;
rows;2;256;256;10;1;1,30835;1,30835;;;;
rows;2;256;512;1;1;0,287128;0,287128;;;;
rows;2;256;512;2;1;0,575435;0,575435;;;;
rows;2;256;512;5;1;1,43747;1,43747;;;;
rows;2;256;512;10;1;2,83346;2,83346;;;;
rows;2;256;1024;1;1;0,585133;0,585133;;;;
rows;2;256;1024;2;1;1,16839;1,16839;;;;
rows;2;256;1024;5;1;2,87496;2,87496;;;;
rows;2;256;1024;10;1;5,71828;5,71828;;;;
rows;2;512;32;1;1;0,0229069;0,0229069;;;;
rows;2;512;32;2;1;0,0449076;0,0449076;;;;
rows;2;512;32;5;1;0,110043;0,110043;;;;
rows;2;512;32;10;1;0,221226;0,221226;;;;
rows;2;512;64;1;1;0,0501533;0,0501533;;;;
rows;2;512;64;2;1;0,0967916;0,0967916;;;;
rows;2;512;64;5;1;0,241372;0,241372;;;;
rows;2;512;64;10;1;0,493108;0,493108;;;;
rows;2;512;256;1;1;0,231013;0,231013;;;;
rows;2;512;256;2;1;0,458652;0,458652;;;;
rows;2;512;256;5;1;1,14288;1,14288;;;;
rows;2;512;256;10;1;2,26797;2,26797;;;;
rows;2;512;512;1;1;0,532619;0,532619;;;;
rows;2;512;512;2;1;1,06448;1,06448;;;;
rows;2;512;512;5;1;2,62498;2,62498;;;;
rows;2;512;512;10;1;5,27159;5,27159;;;;
rows;2;512;1024;1;1;1,15088;1,15088;;;;
rows;2;512;1024;2;1;2,29784;2,29784;;;;
rows;2;512;1024;5;1;5,66647;5,66647;;;;
rows;2;512;1024;10;1;11,3193;11,3193;;;;
rows;2;1024;32;1;1;0,0384632;0,0384632;;;;
rows;2;1024;32;2;1;0,0777187;0,0777187;;;;
rows;2;1024;32;5;1;0,189572;0,189572;;;;
rows;2;1024;32;10;1;0,377399;0,377399;;;;
rows;2;1024;64;1;1;0,0906684;0,0906684;;;;
rows;2;1024;64;2;1;0,177839;0,177839;;;;
rows;2;1024;64;5;1;0,43993;0,43993;;;;
rows;2;1024;64;10;1;0,878207;0,878207;;;;
rows;2;1024;256;1;1;0,417899;0,417899;;;;
rows;2;1024;256;2;1;0,834275;0,834275;;;;
rows;2;1024;256;5;1;2,05024;2,05024;;;;
rows;2;1024;256;10;1;4,08741;4,08741;;;;
rows;2;1024;512;1;1;0,920143;0,920143;;;;
rows;2;1024;512;2;1;1,83877;1,83877;;;;
rows;2;1024;512;5;1;4,52008;4,52008;;;;
rows;2;1024;512;10;1;9,01468;9,01468;;;;
rows;2;1024;1024;1;1;2,12792;2,12792;;;;
rows;2;1024;1024;2;1;4,23128;4,23128;;;;
rows;2;1024;1024;5;1;10,4646;10,4646;;;;
rows;2;1024;1024;10;1;20,8928;20,8928;;;;
rows;5;32;32;1;1;0,0026651;0,0026651;;;;
rows;5;32;32;2;1;0,0045998;0,0045998;;;;
rows;5;32;32;5;1;0,0105112;0,0105112;;;;
rows;5;32;32;10;1;0,0208787;0,0208787;;;;
rows;5;32;64;1;1;0,0048425;0,0048425;;;;
rows;5;32;64;2;1;0,0092516;0,0092516;;;;
rows;5;32;64;5;1;0,0226704;0,0226704;;;;
rows;5;32;64;10;1;0,0450478;0,0450478;;;;
rows;5;32;256;1;1;0,0186911;0,0186911;;;;
rows;5;32;256;2;1;0,0372748;0,0372748;;;;
rows;5;32;256;5;1;0,0914516;0,0914516;;;;
rows;5;32;256;10;1;0,182121;0,182121;;;;
rows;5;32;512;1;1;0,0373759;0,0373759;;;;
rows;5;32;512;2;1;0,0778433;0,0778433;;;;
rows;5;32;512;5;1;0,187075;0,187075;;;;
rows;5;32;512;10;1;0,367796;0,367796;;;;
rows;5;32;1024;1;1;0,0737473;0,0737473;;;;
rows;5;32;1024;2;1;0,146768;0,146768;;;;
rows;5;32;1024;5;1;0,363537;0,363537;;;;
rows;5;32;1024;10;1;0,728845;0,728845;;;;
rows;5;64;32;1;1;0,0041505;0,0041505;;;;
rows;5;64;32;2;1;0,0074801;0,0074801;;;;
rows;5;64;32;5;1;0,018165;0,018165;;;;
rows;5;64;32;10;1;0,0354846;0,0354846;;;;
rows;5;64;64;1;1;0,0087104;0,0087104;;;;
rows;5;64;64;2;1;0,0171942;0,0171942;;;;
rows;5;64;64;5;1;0,0417445;0,0417445;;;;
rows;5;64;64;10;1;0,081967;0,081967;;;;
rows;5;64;256;1;1;0,0364379;0,0364379;;;;
rows;5;64;256;2;1;0,0720172;0,0720172;;;;
rows;5;64;256;5;1;0,178834;0,178834;;;;
rows;5;64;256;10;1;0,356923;0,356923;;;;
rows;5;64;512;1;1;0,0741656;0,0741656;;;;
rows;5;64;512;2;1;0,146621;0,146621;;;;
rows;5;64;512;5;1;0,363495;0,363495;;;;
rows;5;64;512;10;1;0,726622;0,726622;;;;
rows;5;64;1024;1;1;0,148048;0,148048;;;;
rows;5;64;1024;2;1;0,299716;0,299716;;;;
rows;5;64;1024;5;1;0,730731;0,730731;;;;
rows;5;64;1024;10;1;1,46031;1,46031;;;;
rows;5;256;32;1;1;0,0124474;0,0124474;;;;
rows;5;256;32;2;1;0,0246248;0,0246248;;;;
rows;5;256;32;5;1;0,060079;0,060079;;;;
rows;5;256;32;10;1;0,119333;0,119333;;;;
rows;5;256;64;1;1;0,0263664;0,0263664;;;;
rows;5;256;64;2;1;0,0522922;0,0522922;;;;
rows;5;256;64;5;1;0,128589;0,128589;;;;
rows;5;256;64;10;1;0,255769;0,255769;;;;
rows;5;256;256;1;1;0,132668;0,132668;;;;
rows;5;256;256;2;1;0,265455;0,265455;;;;
rows;5;256;256;5;1;0,654565;0,654565;;;;
rows;5;256;256;10;1;1,3123;1,3123;;;;
rows;5;256;512;1;1;0,286704;0,286704;;;;
rows;5;256;512;2;1;0,569507;0,569507;;;;
rows;5;256;512;5;1;1,41875;1,41875;;;;
rows;5;256;512;10;1;2,83134;2,83134;;;;
rows;5;256;1024;1;1;0,576748;0,576748;;;;
rows;5;256;1024;2;1;1,15112;1,15112;;;;
rows;5;256;1024;5;1;2,85269;2,85269;;;;
rows;5;256;1024;10;1;5,69192;5,69192;;;;
rows;5;512;32;1;1;0,0226756;0,0226756;;;;
rows;5;512;32;2;1;0,0444578;0,0444578;;;;
rows;5;512;32;5;1;0,110237;0,110237;;;;
rows;5;512;32;10;1;0,21967;0,21967;;;;
rows;5;512;64;1;1;0,0507552;0,0507552;;;;
rows;5;512;64;2;1;0,100576;0,100576;;;;
rows;5;512;64;5;1;0,239057;0,239057;;;;
rows;5;512;64;10;1;0,482182;0,482182;;;;
rows;5;512;256;1;1;0,228969;0,228969;;;;
rows;5;512;256;2;1;0,453901;0,453901;;;;
rows;5;512;256;5;1;1,13227;1,13227;;;;
rows;5;512;256;10;1;2,25679;2,25679;;;;
rows;5;512;512;1;1;0,528438;0,528438;;;;
rows;5;512;512;2;1;1,04511;1,04511;;;;
rows;5;512;512;5;1;2,61265;2,61265;;;;
rows;5;512;512;10;1;5,24448;5,24448;;;;
rows;5;512;1024;1;1;1,14355;1,14355;;;;
rows;5;512;1024;2;1;2,28052;2,28052;;;;
rows;5;512;1024;5;1;5,68395;5,68395;;;;
rows;5;512;1024;10;1;11,3364;11,3364;;;;
rows;5;1024;32;1;1;0,0382359;0,0382359;;;;
rows;5;1024;32;2;1;0,0755443;0,0755443;;;;
rows;5;1024;32;5;1;0,186425;0,186425;;;;
rows;5;1024;32;10;1;0,371562;0,371562;;;;
rows;5;1024;64;1;1;0,0894133;0,0894133;;;;
rows;5;1024;64;2;1;0,177041;0,177041;;;;
rows;5;1024;64;5;1;0,440077;0,440077;;;;
rows;5;1024;64;10;1;0,875436;0,875436;;;;
rows;5;1024;256;1;1;0,414846;0,414846;;;;
rows;5;1024;256;2;1;0,825931;0,825931;;;;
rows;5;1024;256;5;1;2,05412;2,05412;;;;
rows;5;1024;256;10;1;4,09412;4,09412;;;;
rows;5;1024;512;1;1;0,913698;0,913698;;;;
rows;5;1024;512;2;1;1,82848;1,82848;;;;
rows;5;1024;512;5;1;4,53412;4,53412;;;;
rows;5;1024;512;10;1;8,99674;8,99674;;;;
rows;5;1024;1024;1;1;2,12255;2,12255;;;;
rows;5;1024;1024;2;1;4,2195;4,2195;;;;
rows;5;1024;1024;5;1;10,4889;10,4889;;;;
rows;5;1024;1024;10;1;20,8416;20,8416;;;;
rows;1;32;32;1;2;0,0016559;0,0016559;;;;
rows;1;32;32;2;2;0,0026066;0,0026066;;;;
rows;1;32;32;5;2;0,0058201;0,0058201;;;;
rows;1;32;32;10;2;0,0113677;0,0113677;;;;
rows;1;32;64;1;2;0,0027435;0,0027435;;;;
rows;1;32;64;2;2;0,0050577;0,0050577;;;;
rows;1;32;64;5;2;0,0118784;0,0118784;;;;
rows;1;32;64;10;2;0,0232623;0,0232623;;;;
rows;1;32;256;1;2;0,0110786;0,0110786;;;;
rows;1;32;256;2;2;0,0215098;0,0215098;;;;
rows;1;32;256;5;2;0,0525987;0,0525987;;;;
rows;1;32;256;10;2;0,10484;0,10484;;;;
rows;1;32;512;1;2;0,021888;0,021888;;;;
rows;1;32;512;2;2;0,0429813;0,0429813;;;;
rows;1;32;512;5;2;0,108067;0,108067;;;;
rows;1;32;512;10;2;0,213184;0,213184;;;;
rows;1;32;1024;1;2;0,0434322;0,0434322;;;;
rows;1;32;1024;2;2;0,0864905;0,0864905;;;;
rows;1;32;1024;5;2;0,213617;0,213617;;;;
rows;1;32;1024;10;2;0,430401;0,430401;;;;
rows;1;64;32;1;2;0,002299;0,002299;;;;
rows;1;64;32;2;2;0,0042533;0,0042533;;;;
rows;1;64;32;5;2;0,010196;0,010196;;;;
rows;1;64;32;10;2;0,0196628;0,0196628;;;;
rows;1;64;64;1;2;0,0049193;0,0049193;;;;
rows;1;64;64;2;2;0,0094143;0,0094143;;;;
rows;1;64;64;5;2;0,0224995;0,0224995;;;;
rows;1;64;64;10;2;0,04506;0,04506;;;;
rows;1;64;256;1;2;0,0206591;0,0206591;;;;
rows;1;64;256;2;2;0,0400182;0,0400182;;;;
rows;1;64;256;5;2;0,0996804;0,0996804;;;;
rows;1;64;256;10;2;0,199663;0,199663;;;;
rows;1;64;512;1;2;0,0425474;0,0425474;;;;
rows;1;64;512;2;2;0,0844025;0,0844025;;;;
rows;1;64;512;5;2;0,207866;0,207866;;;;
rows;1;64;512;10;2;0,420214;0,420214;;;;
rows;1;64;1024;1;2;0,0860223;0,0860223;;;;
rows;1;64;1024;2;2;0,170044;0,170044;;;;
rows;1;64;1024;5;2;0,424205;0,424205;;;;
rows;1;64;1024;10;2;0,842314;0,842314;;;;
rows;1;256;32;1;2;0,0073581;0,0073581;;;;
rows;1;256;32;2;2;0,0142083;0,0142083;;;;
rows;1;256;32;5;2;0,0350153;0,0350153;;;;
rows;1;256;32;10;2;0,0708352;0,0708352;;;;
rows;1;256;64;1;2;0,0152185;0,0152185;;;;
rows;1;256;64;2;2;0,0298358;0,0298358;;;;
rows;1;256;64;5;2;0,073949;0,073949;;;;
rows;1;256;64;10;2;0,144855;0,144855;;;;
rows;1;256;256;1;2;0,0722739;0,0722739;;;;
rows;1;256;256;2;2;0,142863;0,142863;;;;
rows;1;256;256;5;2;0,357155;0,357155;;;;
rows;1;256;256;10;2;0,70589;0,70589;;;;
rows;1;256;512;1;2;0,149103;0,149103;;;;
rows;1;256;512;2;2;0,298969;0,298969;;;;
rows;1;256;512;5;2;0,746709;0,746709;;;;
rows;1;256;512;10;2;1,45056;1,45056;;;;
rows;1;256;1024;1;2;0,322289;0,322289;;;;
rows;1;256;1024;2;2;0,641094;0,641094;;;;
rows;1;256;1024;5;2;1,60488;1,60488;;;;
rows;1;256;1024;10;2;3,15563;3,15563;;;;
rows;1;512;32;1;2;0,0139496;0,0139496;;;;
rows;1;512;32;2;2;0,0271976;0,0271976;;;;
rows;1;512;32;5;2;0,0681432;0,0681432;;;;
rows;1;512;32;10;2;0,135265;0,135265;;;;
rows;1;512;64;1;2;0,0287673;0,0287673;;;;
rows;1;512;64;2;2;0,0577901;0,0577901;;;;
rows;1;512;64;5;2;0,144479;0,144479;;;;
rows;1;512;64;10;2;0,27861;0,27861;;;;
rows;1;512;256;1;2;0,133816;0,133816;;;;
rows;1;512;256;2;2;0,255688;0,255688;;;;
rows;1;512;256;5;2;0,628126;0,628126;;;;
rows;1;512;256;10;2;1,26836;1,26836;;;;
rows;1;512;512;1;2;0,290745;0,290745;;;;
rows;1;512;512;2;2;0,569606;0,569606;;;;
rows;1;512;512;5;2;1,4003;1,4003;;;;
rows;1;512;512;10;2;2,82759;2,82759;;;;
rows;1;512;1024;1;2;0,591297;0,591297;;;;
rows;1;512;1024;2;2;1,19278;1,19278;;;;
rows;1;512;1024;5;2;2,9386;2,9386;;;;
rows;1;512;1024;10;2;5,85841;5,85841;;;;
rows;1;1024;32;1;2;0,0228778;0,0228778;;;;
rows;1;1024;32;2;2;0,0458426;0,0458426;;;;
rows;1;1024;32;5;2;0,113624;0,113624;;;;
rows;1;1024;32;10;2;0,224403;0,224403;;;;
rows;1;1024;64;1;2;0,0555034;0,0555034;;;;
rows;1;1024;64;2;2;0,109625;0,109625;;;;
rows;1;1024;64;5;2;0,273155;0,273155;;;;
rows;1;1024;64;10;2;0,53524;0,53524;;;;
rows;1;1024;256;1;2;0,235763;0,235763;;;;
rows;1;1024;256;2;2;0,468249;0,468249;;;;
rows;1;1024;256;5;2;1,17756;1,17756;;;;
rows;1;1024;256;10;2;2,33603;2,33603;;;;
rows;1;1024;512;1;2;0,519117;0,519117;;;;
rows;1;1024;512;2;2;1,03725;1,03725;;;;
rows;1;1024;512;5;2;2,53075;2,53075;;;;
rows;1;1024;512;10;2;4,95848;4,95848;;;;
rows;1;1024;1024;1;2;1,1769;1,1769;;;;
rows;1;1024;1024;2;2;2,29207;2,29207;;;;
rows;1;1024;1024;5;2;5,70904;5,70904;;;;
rows;1;1024;1024;10;2;11,42;11,42;;;;
rows;2;32;32;1;2;0,0025538;0,0025538;0,0025538;;;
rows;2;32;32;2;2;0,0046356;0,0046318;0,0046356;;;
rows;2;32;32;5;2;0,0111067;0,0111067;0,0110553;;;
rows;2;32;32;10;2;0,0213301;0,0213301;0,0210501;;;
rows;2;32;64;1;2;0,0048835;0,004879;0,0048835;;;
rows;2;32;64;2;2;0,0097316;0,0096992;0,0097316;;;
rows;2;32;64;5;2;0,0239226;0,0238747;0,0239226;;;
rows;2;32;64;10;2;0,0455509;0,0454351;0,0455509;;;
rows;2;32;256;1;2;0,0189988;0,0188667;0,0189988;;;
rows;2;32;256;2;2;0,0381194;0,0381194;0,0380979;;;
rows;2;32;256;5;2;0,0917501;0,0917501;0,0915764;;;
rows;2;32;256;10;2;0,18311;0,182348;0,18311;;;
rows;2;32;512;1;2;0,0378768;0,0378768;0,0377208;;;
rows;2;32;512;2;2;0,0792463;0,0792463;0,0759192;;;
rows;2;32;512;5;2;0,186267;0,186267;0,184698;;;
rows;2;32;512;10;2;0,379302;0,379302;0,37907;;;
rows;2;32;1024;1;2;0,0745183;0,0741071;0,0745183;;;
rows;2;32;1024;2;2;0,149846;0,148006;0,149846;;;
rows;2;32;1024;5;2;0,367771;0,365536;0,367771;;;
rows;2;32;1024;10;2;0,744049;0,734172;0,744049;;;
rows;2;64;32;1;2;0,0041118;0,0041118;0,0039818;;;
rows;2;64;32;2;2;0,0075462;0,0075452;0,0075462;;;
rows;2;64;32;5;2;0,0186539;0,018511;0,0186539;;;
rows;2;64;32;10;2;0,0361358;0,0361358;0,0360214;;;
rows;2;64;64;1;2;0,0089969;0,0089831;0,0089969;;;
rows;2;64;64;2;2;0,0173466;0,0173229;0,0173466;;;
rows;2;64;64;5;2;0,0422369;0,0420566;0,0422369;;;
rows;2;64;64;10;2;0,0863543;0,0863543;0,0863294;;;
rows;2;64;256;1;2;0,038915;0,038915;0,0384043;;;
rows;2;64;256;2;2;0,0751344;0,0751344;0,0750369;;;
rows;2;64;256;5;2;0,187315;0,187315;0,187206;;;
rows;2;64;256;10;2;0,372765;0,372765;0,372436;;;
rows;2;64;512;1;2;0,0783081;0,0764241;0,0783081;;;
rows;2;64;512;2;2;0,159334;0,159334;0,154394;;;
rows;2;64;512;5;2;0,383365;0,383365;0,377554;;;
rows;2;64;512;10;2;0,756351;0,755279;0,756351;;;
rows;2;64;1024;1;2;0,15417;0,153068;0,15417;;;
rows;2;64;1024;2;2;0,304878;0,304689;0,304878;;;
rows;2;64;1024;5;2;0,740939;0,737382;0,740939;;;
rows;2;64;1024;10;2;1,48271;1,47697;1,48271;;;
rows;2;256;32;1;2;0,0126635;0,0126635;0,012523;;;
rows;2;256;32;2;2;0,0246829;0,0246656;0,0246829;;;
rows;2;256;32;5;2;0,0613672;0,0612841;0,0613672;;;
rows;2;256;32;10;2;0,123897;0,123448;0,123897;;;
rows;2;256;64;1;2;0,0266706;0,0266507;0,0266706;;;
rows;2;256;64;2;2;0,0536968;0,0536968;0,0536213;;;
rows;2;256;64;5;2;0,134612;0,133874;0,134612;;;
rows;2;256;64;10;2;0,2696;0,265467;0,2696;;;
rows;2;256;256;1;2;0,136722;0,136722;0,136553;;;
rows;2;256;256;2;2;0,269873;0,269873;0,267987;;;
rows;2;256;256;5;2;0,66961;0,663438;0,66961;;;
rows;2;256;256;10;2;1,33374;1,32843;1,33374;;;
rows;2;256;512;1;2;0,299762;0,299762;0,299236;;;
rows;2;256;512;2;2;0,595374;0,594558;0,595374;;;
rows;2;256;512;5;2;1,43967;1,43967;1,43821;;;
rows;2;256;512;10;2;2,91332;2,91332;2,90293;;;
rows;2;256;1024;1;2;0,603521;0,602062;0,603521;;;
rows;2;256;1024;2;2;1,20111;1,20111;1,19684;;;
rows;2;256;1024;5;2;2,93628;2,93175;2,93628;;;
rows;2;256;1024;10;2;5,90032;5,88332;5,90032;;;
rows;2;512;32;1;2;0,0234083;0,023349;0,0234083;;;
rows;2;512;32;2;2;0,0472513;0,0472513;0,0472104;;;
rows;2;512;32;5;2;0,115731;0,115731;0,115582;;;
rows;2;512;32;10;2;0,228932;0,228879;0,228932;;;
rows;2;512;64;1;2;0,0537508;0,0519596;0,0537508;;;
rows;2;512;64;2;2;0,0992503;0,099167;0,0992503;;;
rows;2;512;64;5;2;0,249252;0,249252;0,249241;;;
rows;2;512;64;10;2;0,500057;0,497979;0,500057;;;
rows;2;512;256;1;2;0,238882;0,237657;0,238882;;;
rows;2;512;256;2;2;0,460802;0,457078;0,460802;;;
rows;2;512;256;5;2;1,18878;1,18878;1,17942;;;
rows;2;512;256;10;2;2,31834;2,31801;2,31834;;;
rows;2;512;512;1;2;0,542049;0,536671;0,542049;;;
