strategy;nFotogramas;width;height;ns;nProcs;total_time;frame_0_time;frame_1_time;frame_2_time;frame_3_time;frame_4_time
rows;1;256;64;2;8;0,0094175;0,0094175;;;;
rows;1;256;64;5;8;0,0369414;0,0369414;;;;
rows;1;256;64;10;8;0,044649;0,044649;;;;
rows;1;256;256;1;8;0,0267025;0,0267025;;;;
rows;1;256;256;2;8;0,0504139;0,0504139;;;;
rows;1;256;256;5;8;0,132034;0,132034;;;;
rows;1;256;256;10;8;0,257926;0,257926;;;;
rows;1;256;512;1;8;0,0514563;0,0514563;;;;
rows;1;256;512;2;8;0,102512;0,102512;;;;
rows;1;256;512;5;8;0,25035;0,25035;;;;
rows;1;256;512;10;8;0,502897;0,502897;;;;
rows;1;256;1024;1;8;0,114012;0,114012;;;;
rows;1;256;1024;2;8;0,231596;0,231596;;;;
rows;1;256;1024;5;8;0,552634;0,552634;;;;
rows;1;256;1024;10;8;1,1012;1,1012;;;;
rows;1;512;32;1;8;0,0043457;0,0043457;;;;
rows;1;512;32;2;8;0,0107391;0,0107391;;;;
rows;1;512;32;5;8;0,019474;0,019474;;;;
rows;1;512;32;10;8;0,0586115;0,0586115;;;;
rows;1;512;64;1;8;0,0117972;0,0117972;;;;
rows;1;512;64;2;8;0,0276262;0,0276262;;;;
rows;1;512;64;5;8;0,0407844;0,0407844;;;;
rows;1;512;64;10;8;0,114613;0,114613;;;;
rows;1;512;256;1;8;0,0492707;0,0492707;;;;
rows;1;512;256;2;8;0,0839515;0,0839515;;;;
rows;1;512;256;5;8;0,206577;0,206577;;;;
rows;1;512;256;10;8;0,414196;0,414196;;;;
rows;1;512;512;1;8;0,105115;0,105115;;;;
rows;1;512;512;2;8;0,20846;0,20846;;;;
rows;1;512;512;5;8;0,518705;0,518705;;;;
rows;1;512;512;10;8;1,02615;1,02615;;;;
rows;1;512;1024;1;8;0,22349;0,22349;;;;
rows;1;512;1024;2;8;0,403502;0,403502;;;;
rows;1;512;1024;5;8;1,04843;1,04843;;;;
rows;1;512;1024;10;8;2,06773;2,06773;;;;
rows;1;1024;32;1;8;0,0072277;0,0072277;;;;
rows;1;1024;32;2;8;0,0138009;0,0138009;;;;
rows;1;1024;32;5;8;0,0341391;0,0341391;;;;
rows;1;1024;32;10;8;0,0682478;0,0682478;;;;
rows;1;1024;64;1;8;0,0159653;0,0159653;;;;
rows;1;1024;64;2;8;0,0500644;0,0500644;;;;
rows;1;1024;64;5;8;0,108254;0,108254;;;;
rows;1;1024;64;10;8;0,194593;0,194593;;;;
rows;1;1024;256;1;8;0,0713664;0,0713664;;;;
rows;1;1024;256;2;8;0,163345;0,163345;;;;
rows;1;1024;256;5;8;0,378681;0,378681;;;;
rows;1;1024;256;10;8;0,71522;0,71522;;;;
rows;1;1024;512;1;8;0,170659;0,170659;;;;
rows;1;1024;512;2;8;0,336528;0,336528;;;;
rows;1;1024;512;5;8;0,831806;0,831806;;;;
rows;1;1024;512;10;8;1,6537;1,6537;;;;
rows;1;1024;1024;1;8;0,421898;0,421898;;;;
rows;1;1024;1024;2;8;0,849894;0,849894;;;;
rows;1;1024;1024;5;8;2,08863;2,08863;;;;
rows;1;1024;1024;10;8;4,12646;4,12646;;;;
rows;2;32;32;1;8;0,001692;0,0013051;0,001692;;;
rows;2;32;32;2;8;0,0019705;0,0019535;0,0019705;;;
rows;2;32;32;5;8;0,0040914;0,0040909;0,0040914;;;
rows;2;32;32;10;8;0,0085248;0,0085248;0,0083592;;;
rows;2;32;64;1;8;0,0033996;0,0033996;0,0032236;;;
rows;2;32;64;2;8;0,0032609;0,0032609;0,0032178;;;
rows;2;32;64;5;8;0,0101862;0,0101511;0,0101862;;;
rows;2;32;64;10;8;0,0232475;0,0154946;0,0232475;;;
rows;2;32;256;1;8;0,0066535;0,006421;0,0066535;;;
rows;2;32;256;2;8;0,019954;0,0131665;0,019954;;;
rows;2;32;256;5;8;0,0441836;0,0300711;0,0441836;;;
rows;2;32;256;10;8;0,0714989;0,0714989;0,0583346;;;
rows;2;32;512;1;8;0,0131278;0,0130441;0,0131278;;;
rows;2;32;512;2;8;0,0327908;0,0246386;0,0327908;;;
rows;2;32;512;5;8;0,0779717;0,0779717;0,0668818;;;
rows;2;32;512;10;8;0,124277;0,124277;0,124119;;;
rows;2;32;1024;1;8;0,0311008;0,0311008;0,0264291;;;
rows;2;32;1024;2;8;0,0520224;0,0516405;0,0520224;;;
rows;2;32;1024;5;8;0,129557;0,129557;0,128189;;;
rows;2;32;1024;10;8;0,258536;0,258536;0,258284;;;
rows;2;64;32;1;8;0,0027397;0,0020504;0,0027397;;;
rows;2;64;32;2;8;0,0030721;0,0030721;0,0030688;;;
rows;2;64;32;5;8;0,00673;0,0066555;0,00673;;;
rows;2;64;32;10;8;0,012529;0,0125057;0,012529;;;
rows;2;64;64;1;8;0,003569;0,003569;0,003439;;;
rows;2;64;64;2;8;0,0064051;0,00637;0,0064051;;;
rows;2;64;64;5;8;0,0201603;0,0201603;0,0167421;;;
rows;2;64;64;10;8;0,0300935;0,0300679;0,0300935;;;
rows;2;64;256;1;8;0,0118146;0,011811;0,0118146;;;
rows;2;64;256;2;8;0,0224127;0,0221839;0,0224127;;;
rows;2;64;256;5;8;0,0973068;0,0581154;0,0973068;;;
rows;2;64;256;10;8;0,114436;0,114207;0,114436;;;
rows;2;64;512;1;8;0,0326617;0,0326617;0,0273629;;;
rows;2;64;512;2;8;0,0543077;0,0485612;0,0543077;;;
rows;2;64;512;5;8;0,152853;0,152853;0,120228;;;
rows;2;64;512;10;8;0,253604;0,240337;0,253604;;;
rows;2;64;1024;1;8;0,0681588;0,0513214;0,0681588;;;
rows;2;64;1024;2;8;0,123181;0,102181;0,123181;;;
rows;2;64;1024;5;8;0,25663;0,25663;0,255406;;;
rows;2;64;1024;10;8;0,626373;0,626373;0,523995;;;
rows;2;256;32;1;8;0,0043042;0,0043042;0,0042403;;;
rows;2;256;32;2;8;0,0109644;0,008237;0,0109644;;;
rows;2;256;32;5;8;0,0267754;0,0201591;0,0267754;;;
rows;2;256;32;10;8;0,0404707;0,0404426;0,0404707;;;
rows;2;256;64;1;8;0,0087658;0,0087658;0,0086836;;;
rows;2;256;64;2;8;0,0174555;0,0174555;0,0174065;;;
rows;2;256;64;5;8;0,0439889;0,0439889;0,0437278;;;
rows;2;256;64;10;8;0,110315;0,110315;0,0870554;;;
rows;2;256;256;1;8;0,0499381;0,0494692;0,0499381;;;
rows;2;256;256;2;8;0,0948652;0,0948492;0,0948652;;;
rows;2;256;256;5;8;0,249063;0,243821;0,249063;;;
rows;2;256;256;10;8;0,490226;0,48261;0,490226;;;
rows;2;256;512;1;8;0,0987958;0,0976854;0,0987958;;;
rows;2;256;512;2;8;0,189767;0,189715;0,189767;;;
rows;2;256;512;5;8;0,523345;0,482042;0,523345;;;
rows;2;256;512;10;8;0,972811;0,972811;0,965639;;;
rows;2;256;1024;1;8;0,187125;0,186894;0,187125;;;
rows;2;256;1024;2;8;0,384267;0,371911;0,384267;;;
rows;2;256;1024;5;8;0,936048;0,936048;0,93396;;;
rows;2;256;1024;10;8;1,85654;1,84422;1,85654;;;
rows;2;512;32;1;8;0,0124422;0,0124422;0,0110156;;;
rows;2;512;32;2;8;0,0271727;0,0271727;0,0155255;;;
rows;2;512;32;5;8;0,0387523;0,0387523;0,0386619;;;
rows;2;512;32;10;8;0,0771072;0,0771072;0,0769791;;;
rows;2;512;64;1;8;0,0221936;0,016525;0,0221936;;;
rows;2;512;64;2;8;0,0438562;0,0429741;0,0438562;;;
rows;2;512;64;5;8;0,081248;0,081248;0,0808857;;;
rows;2;512;64;10;8;0,159885;0,159854;0,159885;;;
rows;2;512;256;1;8;0,0997926;0,099513;0,0997926;;;
rows;2;512;256;2;8;0,158027;0,158027;0,157526;;;
rows;2;512;256;5;8;0,453053;0,415096;0,453053;;;
rows;2;512;256;10;8;0,81618;0,789999;0,81618;;;
rows;2;512;512;1;8;0,233989;0,233989;0,195452;;;
rows;2;512;512;2;8;0,39369;0,39369;0,391515;;;
rows;2;512;512;5;8;0,974455;0,974455;0,973129;;;
rows;2;512;512;10;8;1,96157;1,96157;1,94861;;;
rows;2;512;1024;1;8;0,402267;0,388694;0,402267;;;
rows;2;512;1024;2;8;0,785696;0,785696;0,780625;;;
rows;2;512;1024;5;8;1,958;1,94294;1,958;;;
rows;2;512;1024;10;8;3,89445;3,89445;3,88783;;;
rows;2;1024;32;1;8;0,0199573;0,0199573;0,0134686;;;
rows;2;1024;32;2;8;0,02711;0,0268446;0,02711;;;
rows;2;1024;32;5;8;0,0973324;0,0703647;0,0973324;;;
rows;2;1024;32;10;8;0,133481;0,133087;0,133481;;;
rows;2;1024;64;1;8;0,0446038;0,0340816;0,0446038;;;
rows;2;1024;64;2;8;0,0723345;0,0603069;0,0723345;;;
rows;2;1024;64;5;8;0,154241;0,154241;0,153777;;;
rows;2;1024;64;10;8;0,348771;0,339384;0,348771;;;
rows;2;1024;256;1;8;0,154561;0,154561;0,140527;;;
rows;2;1024;256;2;8;0,306112;0,288618;0,306112;;;
rows;2;1024;256;5;8;0,744501;0,709181;0,744501;;;
rows;2;1024;256;10;8;1,40628;1,40392;1,40628;;;
rows;2;1024;512;1;8;0,335574;0,335574;0,324485;;;
rows;2;1024;512;2;8;0,644675;0,644675;0,642592;;;
rows;2;1024;512;5;8;1,62126;1,61013;1,62126;;;
rows;2;1024;512;10;8;3,23214;3,23214;3,20961;;;
rows;2;1024;1024;1;8;0,799806;0,799806;0,797307;;;
rows;2;1024;1024;2;8;1,6005;1,6005;1,56868;;;
rows;2;1024;1024;5;8;3,93034;3,90808;3,93034;;;
rows;2;1024;1024;10;8;7,86908;7,83312;7,86908;;;
rows;5;32;32;1;8;0,0029055;0,0017542;0,0016896;0,0016898;0,0029055;0,0028117
rows;5;32;32;2;8;0,0050233;0,0028969;0,0029186;0,0029244;0,0050233;0,0049847
rows;5;32;32;5;8;0,0116496;0,0063589;0,0063372;0,0063568;0,0116496;0,0116392
rows;5;32;32;10;8;0,0231497;0,0124648;0,012497;0,0124062;0,0230396;0,0231497
rows;5;32;64;1;8;0,0054717;0,0030065;0,0031179;0,0049106;0,0054717;0,0054479
rows;5;32;64;2;8;0,0100186;0,0053538;0,0053743;0,00536;0,0099903;0,0100186
rows;5;32;64;5;8;0,0251118;0,0128014;0,0128148;0,0127441;0,0251118;0,0251068
rows;5;32;64;10;8;0,0501092;0,0259303;0,0262186;0,0261655;0,0500354;0,0501092
rows;5;32;256;1;8;0,0290864;0,0117546;0,0203997;0,0116774;0,0202486;0,0290864
rows;5;32;256;2;8;0,0414008;0,0236369;0,0236305;0,0237165;0,0412707;0,0414008
rows;5;32;256;5;8;0,104221;0,098775;0,0594206;0,0985826;0,102748;0,104221
rows;5;32;256;10;8;0,207365;0,118909;0,118382;0,11834;0,207365;0,204513
rows;5;32;512;1;8;0,042763;0,0242918;0,0261898;0,0242396;0,0422694;0,042763
rows;5;32;512;2;8;0,0847844;0,0495691;0,0494417;0,0497846;0,0847844;0,084164
rows;5;32;512;5;8;0,216851;0,119198;0,119044;0,133812;0,216851;0,202762
rows;5;32;512;10;8;0,418286;0,245231;0,27043;0,243754;0,417648;0,418286
rows;5;32;1024;1;8;0,0833072;0,0629206;0,0487175;0,0629579;0,0832836;0,0833072
rows;5;32;1024;2;8;0,168929;0,0978101;0,10067;0,125024;0,166452;0,168929
rows;5;32;1024;5;8;0,425087;0,242023;0,240712;0,263534;0,425087;0,413892
rows;5;32;1024;10;8;0,811928;0,479892;0,485452;0,479264;0,811153;0,811928
rows;5;64;32;1;8;0,0044448;0,0026565;0,0025929;0,0025668;0,0044448;0,0043073
rows;5;64;32;2;8;0,0113732;0,0047405;0,0047514;0,00698;0,0113732;0,0082935
rows;5;64;32;5;8;0,0201571;0,0110079;0,0111209;0,0111494;0,0201571;0,0200915
rows;5;64;32;10;8;0,052214;0,0212089;0,0352371;0,021208;0,0387829;0,052214
rows;5;64;64;1;8;0,0132392;0,0081588;0,0053241;0,0053248;0,0095924;0,0132392
rows;5;64;64;2;8;0,0223494;0,010875;0,0105078;0,0172987;0,0223494;0,01946
rows;5;64;64;5;8;0,0468873;0,0255152;0,025402;0,0253667;0,0468873;0,0466581
rows;5;64;64;10;8;0,129262;0,0875601;0,0506703;0,0506711;0,129262;0,0935381
rows;5;64;256;1;8;0,0417518;0,0231023;0,023053;0,024386;0,0415427;0,0417518
rows;5;64;256;2;8;0,0947361;0,0468758;0,0600072;0,0466465;0,0818832;0,0947361
rows;5;64;256;5;8;0,211862;0,122299;0,113777;0,114582;0,211536;0,211862
rows;5;64;256;10;8;0,401775;0,226931;0,229347;0,226445;0,401775;0,398284
rows;5;64;512;1;8;0,0822677;0,0478763;0,0474295;0,0474315;0,0822677;0,0822649
rows;5;64;512;2;8;0,192174;0,0972373;0,123446;0,0973251;0,192174;0,167586
rows;5;64;512;5;8;0,405542;0,237138;0,238043;0,237203;0,405413;0,405542
rows;5;64;512;10;8;0,850984;0,486426;0,52406;0,493932;0,850984;0,823513
rows;5;64;1024;1;8;0,166382;0,0973279;0,0974172;0,0973586;0,166378;0,166382
rows;5;64;1024;2;8;0,337269;0,196297;0,236476;0,199351;0,336184;0,337269
rows;5;64;1024;5;8;0,854861;0,489271;0,493504;0,491664;0,831329;0,854861
rows;5;64;1024;10;8;1,64568;0,979892;0,967625;0,971631;1,63117;1,64568
rows;5;256;32;1;8;0,0136946;0,0081747;0,0080733;0,0080559;0,0136946;0,0136103
rows;5;256;32;2;8;0,0394581;0,0276887;0,0156616;0,0155344;0,0271799;0,0394581
rows;5;256;32;5;8;0,067142;0,039504;0,039337;0,039357;0,0668485;0,067142
rows;5;256;32;10;8;0,136343;0,0792404;0,079051;0,0790852;0,135926;0,136343
rows;5;256;64;1;8;0,0429352;0,0166667;0,0166164;0,0298187;0,0429352;0,0300237
rows;5;256;64;2;8;0,0732189;0,0332253;0,0335391;0,0433192;0,0732189;0,0594593
rows;5;256;64;5;8;0,151419;0,0829144;0,0875276;0,0838882;0,147433;0,151419
rows;5;256;64;10;8;0,295819;0,170069;0,168633;0,180938;0,295819;0,291234
rows;5;256;256;1;8;0,146073;0,0790589;0,0838153;0,0932838;0,146073;0,145801
rows;5;256;256;2;8;0,311215;0,163147;0,167711;0,165522;0,302231;0,311215
rows;5;256;256;5;8;0,805779;0,430416;0,420631;0,418256;0,743434;0,805779
rows;5;256;256;10;8;1,45803;0,858862;0,823707;0,814126;1,44881;1,45803
rows;5;256;512;1;8;0,329867;0,17153;0,190792;0,194433;0,329867;0,325541
rows;5;256;512;2;8;0,637304;0,338515;0,339424;0,347102;0,637073;0,637304
rows;5;256;512;5;8;1,62753;0,860077;0,856126;0,893428;1,61938;1,62753
rows;5;256;512;10;8;3,20091;1,69548;1,69979;1,69467;3,20091;3,18675
rows;5;256;1024;1;8;0,656208;0,363697;0,366109;0,375374;0,644555;0,656208
rows;5;256;1024;2;8;1,31001;0,725832;0,750232;0,732293;1,31001;1,28155
rows;5;256;1024;5;8;3,23843;1,86815;1,84903;1,81235;3,23342;3,23843
rows;5;256;1024;10;8;6,38892;3,65152;3,64314;3,67116;6,36838;6,38892
rows;5;512;32;1;8;0,0329468;0,0155327;0,0182497;0,0174984;0,025287;0,0329468
rows;5;512;32;2;8;0,0505672;0,0304978;0,0305215;0,0306069;0,0505672;0,0504527
rows;5;512;32;5;8;0,124772;0,0761871;0,0760634;0,0764016;0,12465;0,124772
rows;5;512;32;10;8;0,251434;0,162438;0,153707;0,157341;0,250838;0,251434
rows;5;512;64;1;8;0,0547963;0,0315765;0,0315244;0,0315067;0,0547963;0,0546784
rows;5;512;64;2;8;0,109559;0,0633165;0,0632307;0,0632237;0,108535;0,109559
rows;5;512;64;5;8;0,276364;0,154732;0,156583;0,155355;0,276364;0,266243
rows;5;512;64;10;8;0,559677;0,316419;0,316623;0,319824;0,559677;0,532658
rows;5;512;256;1;8;0,269075;0,159168;0,159689;0,159533;0,255905;0,269075
rows;5;512;256;2;8;0,515302;0,305833;0,2975;0,283837;0,515302;0,514119
rows;5;512;256;5;8;1,27667;0,725833;0,744431;0,723371;1,26904;1,27667
rows;5;512;256;10;8;2,55829;1,43565;1,42852;1,47758;2,5549;2,55829
rows;5;512;512;1;8;0,594945;0,331439;0,323933;0,327638;0,593179;0,594945
rows;5;512;512;2;8;1,18867;0,650145;0,653191;0,67614;1,17494;1,18867
rows;5;512;512;5;8;2,94012;1,62244;1,68298;1,64385;2,89073;2,94012
rows;5;512;512;10;8;5,90298;3,24829;3,25756;3,29053;5,8496;5,90298
rows;5;512;1024;1;8;1,30085;0,676725;0,67405;0,695107;1,28728;1,30085
rows;5;512;1024;2;8;2,54201;1,38736;1,38651;1,37304;2,53675;2,54201
rows;5;512;1024;5;8;6,39373;3,38156;3,3868;3,40155;6,39373;6,3761
rows;5;512;1024;10;8;12,6743;6,79348;6,77398;6,78252;12,645;12,6743
rows;5;1024;32;1;8;0,0423058;0,0251188;0,0250301;0,025214;0,0423058;0,042129
rows;5;1024;32;2;8;0,12174;0,0506173;0,0506219;0,0889614;0,0842669;0,12174
rows;5;1024;32;5;8;0,2078;0,163624;0,125131;0,125168;0,2078;0,207504
rows;5;1024;32;10;8;0,45513;0,287792;0,247871;0,247461;0,45513;0,412256
rows;5;1024;64;1;8;0,100159;0,0609313;0,060854;0,0623928;0,100159;0,100009
rows;5;1024;64;2;8;0,201799;0,121802;0,121852;0,122066;0,201799;0,199808
rows;5;1024;64;5;8;0,486932;0,302016;0,307366;0,301026;0,486932;0,484017
rows;5;1024;64;10;8;0,997966;0,60999;0,619667;0,641831;0,981993;0,997966
rows;5;1024;256;1;8;0,466363;0,266603;0,316741;0,263396;0,46321;0,466363
rows;5;1024;256;2;8;0,921371;0,530867;0,528033;0,530726;0,919456;0,921371
rows;5;1024;256;5;8;2,30919;1,35017;1,35575;1,33317;2,30159;2,30919
rows;5;1024;256;10;8;4,60228;2,68487;2,66481;2,66152;4,60228;4,57015
rows;5;1024;512;1;8;1,03845;0,569808;0,581865;0,583078;1,03334;1,03845
rows;5;1024;512;2;8;2,03441;1,1443;1,14576;1,15483;2,02678;2,03441
rows;5;1024;512;5;8;5,04575;2,85464;2,84508;2,85853;5,04575;5,02172
rows;5;1024;512;10;8;10,1786;5,73506;5,76443;5,70785;10,1511;10,1786
rows;5;1024;1024;1;8;2,39191;1,30342;1,31155;1,31687;2,39191;2,38609
rows;5;1024;1024;2;8;4,6918;2,60219;2,61484;2,59275;4,6918;4,67089
rows;5;1024;1024;5;8;11,7906;6,54435;6,53708;6,61876;11,7337;11,7906
rows;5;1024;1024;10;8;23,2439;13,0483;13,0076;12,941;23,2175;23,2439
rows;1;32;32;1;16;0,0021415;0,0021415;;;;
rows;1;32;32;2;16;0,0023042;0,0023042;;;;
rows;1;32;32;5;16;0,0037168;0,0037168;;;;
rows;1;32;32;10;16;0,0066737;0,0066737;;;;
rows;1;32;64;1;16;0,0026856;0,0026856;;;;
rows;1;32;64;2;16;0,0034685;0,0034685;;;;
rows;1;32;64;5;16;0,0054702;0,0054702;;;;
rows;1;32;64;10;16;0,0103255;0,0103255;;;;
rows;1;32;256;1;16;0,0052045;0,0052045;;;;
rows;1;32;256;2;16;0,0097202;0,0097202;;;;
rows;1;32;256;5;16;0,0188694;0,0188694;;;;
rows;1;32;256;10;16;0,0313406;0,0313406;;;;
rows;1;32;512;1;16;0,0086732;0,0086732;;;;
rows;1;32;512;2;16;0,0145281;0,0145281;;;;
rows;1;32;512;5;16;0,0358825;0,0358825;;;;
rows;1;32;512;10;16;0,0690266;0,0690266;;;;
rows;1;32;1024;1;16;0,0154059;0,0154059;;;;
rows;1;32;1024;2;16;0,0288776;0,0288776;;;;
rows;1;32;1024;5;16;0,0662305;0,0662305;;;;
rows;1;32;1024;10;16;0,137993;0,137993;;;;
rows;1;64;32;1;16;0,0024011;0,0024011;;;;
rows;1;64;32;2;16;0,0029735;0,0029735;;;;
rows;1;64;32;5;16;0,0048609;0,0048609;;;;
rows;1;64;32;10;16;0,0072913;0,0072913;;;;
rows;1;64;64;1;16;0,0033601;0,0033601;;;;
rows;1;64;64;2;16;0,0048619;0,0048619;;;;
rows;1;64;64;5;16;0,0106884;0,0106884;;;;
rows;1;64;64;10;16;0,0159517;0,0159517;;;;
rows;1;64;256;1;16;0,0114811;0,0114811;;;;
rows;1;64;256;2;16;0,0139958;0,0139958;;;;
rows;1;64;256;5;16;0,0370087;0,0370087;;;;
rows;1;64;256;10;16;0,0627532;0,0627532;;;;
rows;1;64;512;1;16;0,0186346;0,0186346;;;;
rows;1;64;512;2;16;0,0301867;0,0301867;;;;
rows;1;64;512;5;16;0,0629819;0,0629819;;;;
rows;1;64;512;10;16;0,125575;0,125575;;;;
rows;1;64;1024;1;16;0,0265523;0,0265523;;;;
rows;1;64;1024;2;16;0,0581458;0,0581458;;;;
rows;1;64;1024;5;16;0,125292;0,125292;;;;
rows;1;64;1024;10;16;0,256711;0,256711;;;;
rows;1;256;32;1;16;0,0036205;0,0036205;;;;
rows;1;256;32;2;16;0,0053128;0,0053128;;;;
rows;1;256;32;5;16;0,0135805;0,0135805;;;;
rows;1;256;32;10;16;0,0241134;0,0241134;;;;
rows;1;256;64;1;16;0,0070037;0,0070037;;;;
rows;1;256;64;2;16;0,011011;0,011011;;;;
rows;1;256;64;5;16;0,0276425;0,0276425;;;;
rows;1;256;64;10;16;0,0472341;0,0472341;;;;
rows;1;256;256;1;16;0,02524;0,02524;;;;
rows;1;256;256;2;16;0,0517196;0,0517196;;;;
rows;1;256;256;5;16;0,114961;0,114961;;;;
rows;1;256;256;10;16;0,243051;0,243051;;;;
rows;1;256;512;1;16;0,050484;0,050484;;;;
rows;1;256;512;2;16;0,0932182;0,0932182;;;;
rows;1;256;512;5;16;0,235497;0,235497;;;;
rows;1;256;512;10;16;0,470444;0,470444;;;;
rows;1;256;1024;1;16;0,0953989;0,0953989;;;;
rows;1;256;1024;2;16;0,183051;0,183051;;;;
rows;1;256;1024;5;16;0,441357;0,441357;;;;
rows;1;256;1024;10;16;0,894156;0,894156;;;;
rows;1;512;32;1;16;0,0059037;0,0059037;;;;
rows;1;512;32;2;16;0,0094652;0,0094652;;;;
rows;1;512;32;5;16;0,018154;0,018154;;;;
rows;1;512;32;10;16;0,0375073;0,0375073;;;;
rows;1;512;64;1;16;0,0093629;0,0093629;;;;
rows;1;512;64;2;16;0,0202929;0,0202929;;;;
rows;1;512;64;5;16;0,0405233;0,0405233;;;;
rows;1;512;64;10;16;0,085319;0,085319;;;;
rows;1;512;256;1;16;0,0386706;0,0386706;;;;
rows;1;512;256;2;16;0,0820453;0,0820453;;;;
rows;1;512;256;5;16;0,185127;0,185127;;;;
rows;1;512;256;10;16;0,36631;0,36631;;;;
rows;1;512;512;1;16;0,0929058;0,0929058;;;;
rows;1;512;512;2;16;0,186729;0,186729;;;;
rows;1;512;512;5;16;0,45253;0,45253;;;;
rows;1;512;512;10;16;0,893045;0,893045;;;;
rows;1;512;1024;1;16;0,181928;0,181928;;;;
rows;1;512;1024;2;16;0,376236;0,376236;;;;
rows;1;512;1024;5;16;0,902787;0,902787;;;;
rows;1;512;1024;10;16;1,85584;1,85584;;;;
rows;1;1024;32;1;16;0,0111042;0,0111042;;;;
rows;1;1024;32;2;16;0,013349;0,013349;;;;
rows;1;1024;32;5;16;0,0298285;0,0298285;;;;
rows;1;1024;32;10;16;0,0666198;0,0666198;;;;
rows;1;1024;64;1;16;0,0191733;0,0191733;;;;
rows;1;1024;64;2;16;0,0297756;0,0297756;;;;
rows;1;1024;64;5;16;0,0796869;0,0796869;;;;
rows;1;1024;64;10;16;0,144807;0,144807;;;;
rows;1;1024;256;1;16;0,0827489;0,0827489;;;;
rows;1;1024;256;2;16;0,143742;0,143742;;;;
rows;1;1024;256;5;16;0,334545;0,334545;;;;
rows;1;1024;256;10;16;0,653141;0,653141;;;;
rows;1;1024;512;1;16;0,17076;0,17076;;;;
rows;1;1024;512;2;16;0,301805;0,301805;;;;
rows;1;1024;512;5;16;0,743965;0,743965;;;;
rows;1;1024;512;10;16;1,42935;1,42935;;;;
rows;1;1024;1024;1;16;0,379263;0,379263;;;;
rows;1;1024;1024;2;16;0,740636;0,740636;;;;
rows;1;1024;1024;5;16;1,83906;1,83906;;;;
rows;1;1024;1024;10;16;3,68066;3,68066;;;;
rows;2;32;32;1;16;0,0022608;0,0022608;0,002102;;;
rows;2;32;32;2;16;0,0031187;0,0031187;0,0029049;;;
rows;2;32;32;5;16;0,0052023;0,0047733;0,0052023;;;
rows;2;32;32;10;16;0,0092881;0,0092881;0,0085633;;;
rows;2;32;64;1;16;0,0032185;0,0032185;0,0028257;;;
rows;2;32;64;2;16;0,0057338;0,0042695;0,0057338;;;
rows;2;32;64;5;16;0,0103564;0,0103564;0,0084453;;;
rows;2;32;64;10;16;0,0179705;0,0162264;0,0179705;;;
rows;2;32;256;1;16;0,0074026;0,0073599;0,0074026;;;
rows;2;32;256;2;16;0,0168368;0,0168368;0,0149212;;;
rows;2;32;256;5;16;0,0333106;0,0307582;0,0333106;;;
rows;2;32;256;10;16;0,0650442;0,0650442;0,0645459;;;
rows;2;32;512;1;16;0,0173729;0,017129;0,0173729;;;
rows;2;32;512;2;16;0,029584;0,029584;0,0277384;;;
rows;2;32;512;5;16;0,0681202;0,0678273;0,0681202;;;
rows;2;32;512;10;16;0,129821;0,129821;0,124761;;;
rows;2;32;1024;1;16;0,0258042;0,0256373;0,0258042;;;
rows;2;32;1024;2;16;0,0532413;0,0523072;0,0532413;;;
rows;2;32;1024;5;16;0,133877;0,133877;0,127443;;;
rows;2;32;1024;10;16;0,261881;0,261881;0,257165;;;
rows;2;64;32;1;16;0,0032529;0,0032529;0,0026655;;;
rows;2;64;32;2;16;0,0043176;0,0036621;0,0043176;;;
rows;2;64;32;5;16;0,0073606;0,0073606;0,0071829;;;
rows;2;64;32;10;16;0,0151905;0,0117637;0,0151905;;;
rows;2;64;64;1;16;0,0046428;0,0041131;0,0046428;;;
rows;2;64;64;2;16;0,0064935;0,0062514;0,0064935;;;
rows;2;64;64;5;16;0,0144724;0,0144724;0,0139783;;;
rows;2;64;64;10;16;0,0279686;0,0279686;0,0260614;;;
rows;2;64;256;1;16;0,0142016;0,0126194;0,0142016;;;
rows;2;64;256;2;16;0,0278652;0,0278652;0,0233333;;;
rows;2;64;256;5;16;0,0615892;0,0609949;0,0615892;;;
rows;2;64;256;10;16;0,118266;0,118266;0,108416;;;
rows;2;64;512;1;16;0,03128;0,031136;0,03128;;;
rows;2;64;512;2;16;0,0603118;0,0603118;0,05983;;;
rows;2;64;512;5;16;0,129661;0,125964;0,129661;;;
rows;2;64;512;10;16;0,242771;0,242771;0,242354;;;
rows;2;64;1024;1;16;0,0545224;0,0524644;0,0545224;;;
rows;2;64;1024;2;16;0,0996679;0,0996679;0,0988603;;;
rows;2;64;1024;5;16;0,256274;0,254338;0,256274;;;
rows;2;64;1024;10;16;0,491957;0,476294;0,491957;;;
rows;2;256;32;1;16;0,0059914;0,0059914;0,0050269;;;
rows;2;256;32;2;16;0,0108145;0,0108145;0,0096509;;;
rows;2;256;32;5;16;0,0194669;0,0192972;0,0194669;;;
rows;2;256;32;10;16;0,0402617;0,0402484;0,0402617;;;
rows;2;256;64;1;16;0,0103398;0,0103398;0,0098003;;;
rows;2;256;64;2;16;0,0182288;0,0182288;0,0175691;;;
rows;2;256;64;5;16;0,0457273;0,0457273;0,0416619;;;
rows;2;256;64;10;16;0,0804034;0,0779012;0,0804034;;;
rows;2;256;256;1;16;0,0496292;0,0496292;0,0472277;;;
rows;2;256;256;2;16;0,0904295;0,0851394;0,0904295;;;
